Date,RF,MaxT,MinT,RH-I,RH-II,C1,C2,SS,WD1,WD2,Disease
23-09-13,0.6,27.6,23.4,90,82,4,2,8.2,230,240,2
24-09-13,1.8,30.2,24.6,91,82,4,2,7.8,220,245,2
25-09-13,6.2,32.2,24.5,89,80,4,6,6.1,235,250,2
26-09-13,0,28.6,23,90,79,2,0,8.9,240,260,2
27-09-13,0,30.5,24,90,79,4,2,6.1,225,245,2
28-09-13,0,30.6,24.4,90,76,2,0,8.9,235,250,2
29-09-13,12.7,30.2,24.6,92,78,6,4,7,240,260,2
30-09-13,26,30.3,24.6,92,86,4,7,3.2,210,240,2
01-10-13,12.9,29.5,24.2,94,82,5,1,7.4,215,250,2
02-10-13,8.6,30.2,23,89,79,4,2,7.3,230,240,2
03-10-13,2,30,24.2,88,79,6,2,9.1,215,230,2
04-10-13,0,32.8,23.6,92,81,4,2,8.9,230,245,2
05-10-13,2.4,31.5,23.9,91,82,4,2,7.2,225,230,2
06-10-13,53.5,26.4,22.6,94,85,8,4,5.6,220,230,2
07-10-13,0.4,27.8,22.9,90,81,4,1,7.5,240,230,2
08-10-13,0,30,24.2,89,79,2,0,8.1,225,230,2
09-10-13,5.2,28,23.4,90,79,2,4,8,230,240,2
10-10-13,4.4,28,23.8,90,77,3,2,8.4,215,225,2
11-10-13,4.1,29,24.1,90,75,0,4,8.3,225,235,2
12-10-13,1.5,27.8,23.2,89,78,4,4,6.2,235,235,2
13-10-13,27.5,28.8,24.1,92,81,4,6,4,220,230,2
14-10-13,107.3,28,23.2,97,84,8,6,3.2,230,245,2
15-10-13,20,29,23.1,93,74,4,8,5.6,225,240,2
16-10-13,6.4,30,23.8,93,74,4,4,4.9,180,160,2
17-10-13,15.6,34,24,91,83,6,5,7.1,45,150,2
18-10-13,0.4,33,24,91,88,0,0,6.9,270,180,2
19-10-13,0,34,23.8,93,88,4,2,6,315,220,2
20-10-13,3.9,33,24,92,88,0,0,8.1,315,250,2
21-10-13,0,33,23,95,86,0,0,7.5,45,220,1
22-10-13,0,33,23,97,92,2,2,7.1,225,150,1
23-10-13,1.2,33,24,92,83,0,0,7.5,270,200,1
24-10-13,0,33,24,93,87,0,2,6.1,315,210,1
25-10-13,12.8,33,24,96,95,4,4,4.2,135,225,1
26-10-13,13,33,23,98,95,6,4,6.1,45,180,1
27-10-13,3,33,24,94,91,4,4,7.5,135,150,1
28-10-13,0,33,24,93,90,4,4,7.3,125,80,1
29-10-13,0,34,24,94,89,0,2,7.1,0,150,1
30-10-13,0,33,23,92,88,2,2,6.8,315,270,1
31-10-13,0,32,23,90,88,0,0,8.5,45,180,1
01-06-14,0,34.5,25,79,56,4,0,3.9,60,240,0
02-06-14,0,34.4,24.3,77,56,5,4,5.3,90,210,0
03-06-14,0,34.2,24,77,56,8,0,1,120,240,0
04-06-14,0,34,25,78,56,2,0,7,90,270,0
05-06-14,0,34.4,24,85,55,4,4,4.4,120,210,0
06-06-14,54.4,34.6,23.5,94,66,4,2,4.3,90,270,0
07-06-14,0,33.4,24.2,81,65,4,0,2,90,240,0
08-06-14,0,34,23.1,88,64,5,2,5.3,120,290,0
09-06-14,21.2,29.8,24.5,97,85,5,4,3.8,120,210,0
10-06-14,6.4,30.6,24,93,84,8,4,0,120,290,0
11-06-14,17.6,30.4,24.5,100,79,7,4,1.3,120,310,0
12-06-14,53.4,29.8,24.1,98,84,8,6,1,120,220,0
13-06-14,68.2,29.8,23.6,98,84,8,4,1,180,210,0
14-06-14,40,30,23,92,82,4,0,4.5,150,240,0
15-06-14,21,31,23.2,98,84,7,4,0,120,210,0
16-06-14,9.6,30.6,24,98,86,6,4,3,120,240,0
17-06-14,84.6,29.6,23,99,85,8,8,0,120,180,0
18-06-14,36.7,28.4,23.5,98,80,8,6,0,180,240,0
19-06-14,53.4,29.4,24,91,82,6,2,1.3,240,240,0
20-06-14,1.2,30.4,25.1,89,73,5,2,1.8,240,240,0
21-06-14,0,29.6,25.4,85,72,6,2,2.5,180,240,0
22-06-14,9.2,29.6,26,82,74,6,2,3.3,210,210,0
23-06-14,5,30.2,25.5,83,70,6,2,1.3,270,210,0
24-06-14,0.8,30.2,26.4,81,78,2,1,5.3,270,240,0
25-06-14,6.2,30.5,26.6,89,75,5,4,4.8,270,240,0
26-06-14,3.8,30.5,26.1,81,75,5,2,3,240,240,0
27-06-14,0.6,31.8,26,82,74,3,2,3.8,120,240,0
28-06-14,0,31.8,25.2,78,68,2,0,3.8,120,240,0
29-06-14,7.2,31.9,23.2,84,75,2,0,5.5,120,220,0
30-06-14,7.5,31.8,23.7,83,73,6,1,4.8,120,270,0
01-07-14,0.5,30.5,25.5,83,79,4,6,1,120,270,0
02-07-14,72.4,30.1,23.8,98,86,8,6,0,330,270,0
03-07-14,11,30.3,24,99,87,6,4,5.3,120,240,0
04-07-14,19.8,29.8,24.3,98,79,7,5,1.5,90,240,0
05-07-14,2,30.2,25.2,95,86,7,2,0,120,240,0
06-07-14,13,30,24,92,85,7,2,0,120,270,0
07-07-14,22.7,25.6,23.9,97,95,7,8,0,180,270,0
08-07-14,111.2,27.2,23,93,94,7,8,0,120,210,0
09-07-14,10.1,27.2,23.6,99,94,5,6,0,120,210,0
10-07-14,44.5,28.2,23.2,98,90,6,6,0,120,240,0
11-07-14,31.3,28.6,23,99,83,6,2,0,120,240,0
12-07-14,13.6,27.6,23.5,96,92,4,6,0,120,240,0
13-07-14,119.8,26.4,24,96,91,6,4,0,120,270,0
14-07-14,82.4,26.4,22.1,99,91,8,4,0,120,270,0
15-07-14,52.3,28.2,24,97,84,8,2,0,240,270,0
16-07-14,22.3,30,25.5,94,80,3,2,3,240,210,0
17-07-14,10.2,30.2,25.2,86,80,4,0,5.3,240,240,0
18-07-14,14.6,28.4,24.8,88,71,4,8,2.3,120,210,0
19-07-14,41,28.2,25.8,97,86,8,8,0,240,220,0
20-07-14,40,28.9,25.5,98,88,8,5,0,240,270,0
21-07-14,51.4,28.4,26,90,79,4,3,1,240,240,0
22-07-14,14.8,28.8,25.1,89,76,2,5,3.3,270,240,0
23-07-14,20,28.7,25.8,94,80,5,2,0,270,240,0
24-07-14,23,29.2,25,95,74,8,2,4,240,270,0
25-07-14,17.3,29,25.8,92,74,4,5,4,240,270,0
26-07-14,25.8,29,25.2,89,85,5,4,4,270,240,0
27-07-14,27,29.6,25.1,98,88,4,4,0,240,270,0
28-07-14,20.4,30.6,26.4,98,74,3,0,5.5,240,270,0
29-07-14,5,30.8,26.8,97,76,3,0,7,240,270,0
30-07-14,26.6,28.2,26.5,92,84,7,6,0.8,240,270,0
31-07-14,12.6,26.8,24.2,97,99,8,8,0,270,240,0
01-08-14,142.8,26.8,25.1,100,93,8,6,0,240,240,0
02-08-14,121.4,27.4,24.3,98,91,8,2,0,240,270,0
03-08-14,78,27.8,24,98,84,6,5,1.3,240,240,0
04-08-14,31.3,29.4,25.1,96,86,5,6,1.8,240,240,0
05-08-14,3.3,29.5,26.5,92,85,6,4,0.8,240,270,0
06-08-14,44,30,25.3,98,93,8,4,0,240,240,0
07-08-14,71.3,29.8,24,100,93,7,4,0,270,270,0
08-08-14,59,30.2,23.5,100,90,8,2,0,220,210,0
09-08-14,42.2,30,23.1,97,91,8,4,0,180,240,0
10-08-14,60,29.1,23.3,100,92,8,2,0,180,240,0
11-08-14,51.1,30.2,23.4,100,92,8,2,0,210,240,0
12-08-14,61.3,27.2,22.7,98,94,8,2,0,180,210,1
13-08-14,15.4,26.8,23.2,98,83,3,4,0,120,240,1
14-08-14,7,30,22.2,98,86,3,1,0,120,240,1
15-08-14,2.3,30.2,23.4,92,80,2,0,3.8,120,210,1
16-08-14,0,30.4,24,88,80,2,0,2.8,180,240,0
17-08-14,10.2,30.5,25,96,80,2,0,4,180,210,0
18-08-14,4.6,29.8,24.2,96,79,2,1,1.3,120,180,0
19-08-14,0,26.6,23.5,96,86,4,0,6.4,120,210,0
20-08-14,0,30,23.7,92,83,2,0,7,120,240,0
21-08-14,8,30.6,24.9,98,80,3,1,4,120,210,0
22-08-14,46.8,30,23.1,99,75,7,0,5.5,250,270,0
23-08-14,20.2,30.1,22.8,99,73,2,1,7.8,90,240,0
24-08-14,2.6,30.2,24,97,70,4,2,4.3,120,210,0
25-08-14,18,27.8,23.3,97,91,8,7,0,120,270,0
26-08-14,55,28.2,21,98,82,8,4,0.5,120,240,1
27-08-14,49.6,27.8,23,99,91,8,6,0,90,270,1
28-08-14,21.2,27.8,22.1,98,95,8,8,0,120,180,1
29-08-14,63.4,25.8,22,97,95,8,8,0,90,210,1
30-08-14,84.8,25.8,21.9,98,94,7,4,0,260,240,1
31-08-14,15.4,26,23.4,93,93,4,4,2.9,120,240,1
01-09-14,34,27.6,24,99,88,4,2,0,180,210,1
02-09-14,20.2,28.1,22.7,98,91,5,0,7.3,180,210,1
03-09-14,14.3,28.1,24,98,91,4,1,3.5,120,240,1
04-09-14,9.5,27,23.4,96,91,6,4,2,90,270,1
05-09-14,36,26.8,24,99,90,5,4,0,90,240,1
06-09-14,31.2,26.8,24.3,93,90,4,4,0,120,240,1
07-09-14,48,27.6,23.4,90,90,4,2,4.5,120,270,1
08-09-14,2.6,27.6,24.1,95,89,4,0,7.9,210,270,1
09-09-14,3.3,30.4,22.9,97,71,4,0,8.3,120,270,1
10-09-14,1,30.5,23,100,76,4,0,8,120,300,1
11-09-14,2.8,30.8,23.2,98,76,4,0,9.5,120,300,1
12-09-14,0,30.8,23,92,76,5,0,6,120,300,1
13-09-14,5.3,30.8,24.4,98,76,6,2,6.5,90,330,1
14-09-14,10,31,23.2,92,74,6,2,3.3,90,350,1
15-09-14,20.9,31,23.3,97,72,6,2,6.3,90,290,1
16-09-14,15.7,30.8,23,97,76,2,0,2,90,270,1
17-09-14,17.8,31,22.4,98,75,3,2,7.8,90,270,1
18-09-14,3,30.6,23,97,82,2,5,6.5,120,270,1
19-09-14,9.1,29.5,23.8,99,80,5,6,0.9,120,270,1
20-09-14,26,30,23,99,83,8,0,1.4,120,270,1
21-09-14,0,30.4,22.8,93,81,0,0,8.3,120,240,1
22-09-14,0,31,23.1,98,80,2,0,8.5,120,270,1
23-09-14,0,31.2,24,90,80,4,0,4.8,120,270,1
24-09-14,0,30.5,23.8,89,78,5,0,4.8,120,250,1
25-09-14,6,31.5,23.2,96,80,4,0,5.9,180,260,1
26-09-14,0.2,31.8,24.1,89,73,3,4,9,120,270,1
27-09-14,0,31.9,24,88,73,0,4,7.9,120,270,1
28-09-14,0,30.8,23.6,86,79,3,4,5.8,120,270,1
29-09-14,12.3,31.9,22.9,90,76,3,4,8,120,270,1
30-09-14,5.2,32,23.7,90,75,3,3,4.5,120,250,1
01-10-14,1.2,30.8,23.1,97,82,0,0,6.5,120,270,1
02-10-14,0,30.9,23,91,81,3,0,6.4,90,270,1
03-10-14,0,31.4,24,92,80,4,0,5.2,90,240,0
04-10-14,0,31.7,23.1,90,76,2,0,6.5,90,240,0
05-10-14,0,31.8,23.4,92,75,0,0,5.8,120,240,0
06-10-14,10.3,31.7,23.1,91,75,2,0,6.2,60,240,0
07-10-14,0,31.7,23.5,88,75,2,0,6.5,120,240,0
08-10-14,22.5,31.7,24.7,89,72,7,2,7.3,120,240,0
09-10-14,0,31.5,24.1,89,76,0,0,6.5,90,270,0
10-10-14,0,31.5,25.1,88,72,2,0,2.3,120,270,0
11-10-14,17.2,29.2,25,99,83,2,6,0,180,240,0
12-10-14,50.7,30.4,23.5,90,69,8,0,0,180,240,0
13-10-14,0,30.9,23.1,88,75,2,0,0,120,240,0
14-10-14,0,31,22.7,92,75,0,0,6.1,90,240,0
15-10-14,0,31,23.5,92,76,0,0,6,90,210,0
16-10-14,0,31.9,23.1,93,77,4,0,5.8,60,240,0
17-10-14,0,32.9,24.1,91,85,1,0,6.8,120,210,0
18-10-14,16.2,33,23.1,88,71,2,0,6.5,90,240,0
19-10-14,0,33,24.1,89,71,0,0,6.3,90,240,0
20-10-14,3,32.6,25.2,90,72,4,2,2.3,120,210,0
21-10-14,14.6,32.2,24.5,89,70,6,0,1,120,210,0
22-10-14,1.2,32.2,24.5,89,70,3,2,8.4,30,240,0
23-10-14,0,32.6,24,89,70,0,2,4.5,60,240,0
24-10-14,40,32.2,23.6,98,84,4,4,0,90,270,0
25-10-14,23.6,31.2,24,94,78,8,4,0,120,270,0
26-10-14,11.4,31.2,24.2,92,82,8,6,4.8,120,270,0
27-10-14,1,31.6,23.1,92,80,3,2,6.3,90,300,0
28-10-14,0,33,24,90,71,5,0,5.8,90,240,0
29-10-14,0,33,23,92,71,2,0,7.3,120,240,0
30-10-14,0,32.6,22,89,72,1,1,8,60,210,0
31-10-14,0,32.2,22.1,89,70,0,0,7.3,90,210,0
01-06-15,0,32.2,20.9,98,76,2,4,0,90,210,0
02-06-15,1.2,31,18.7,98,70,5,4,0,270,210,0
03-06-15,0,32.9,19.1,95,67,5,0,0,90,210,0
04-06-15,0,29.2,23.5,96,66,3,8,0,120,120,0
05-06-15,0,31.2,22.2,95,69,4,4,0,210,210,0
06-06-15,0,30.8,15.2,94,69,2,2,0,90,240,0
07-06-15,0,30.9,24,94,69,2,2,0,90,240,0
08-06-15,29.2,28.8,23.1,98,74,7,8,0,120,180,0
09-06-15,32.8,28.6,22.8,97,95,6,8,0,90,120,0
10-06-15,31.8,31.9,22.2,97,88,7,2,0,90,210,0
11-06-15,6.6,26.2,18.5,98,87,5,8,0,120,210,0
12-06-15,21,30.2,21.4,98,91,4,2,3.1,90,210,0
13-06-15,0.8,26,21.8,98,85,6,8,6.7,120,270,0
14-06-15,68,27.6,21.5,98,82,5,5,2,120,240,0
15-06-15,21,23.5,21,98,83,8,3,1.9,180,240,0
16-06-15,45,29.1,21.5,100,93,6,4,0.8,60,210,0
17-06-15,16.8,29.9,20.2,98,94,8,5,0,180,270,0
18-06-15,40.6,27.6,20,97,93,8,8,0,210,210,0
19-06-15,50.2,25.8,20,100,93,8,8,0,180,210,0
20-06-15,82.4,26.8,20,97,93,8,4,0.5,210,210,0
21-06-15,11.2,27.6,21.5,92,90,6,4,1.2,180,210,0
22-06-15,12.8,27.5,21.9,82,91,6,4,0,270,240,0
23-06-15,18,27.2,22,93,93,8,5,0,300,240,0
24-06-15,22.3,27,21,89,94,8,5,1.3,280,210,0
25-06-15,25.3,27.5,21.7,96,93,7,4,0,240,210,0
26-06-15,94.4,28.3,23.1,97,85,8,2,0,270,210,0
27-06-15,22.5,28,21.1,95,86,8,2,0,300,210,0
28-06-15,22.5,28.5,23.1,96,86,7,4,4.15,210,240,1
29-06-15,1.8,29.2,24.1,94,86,6,2,4,240,240,0
30-06-15,0.5,28.2,22.1,98,96,5,2,3.9,190,210,0
01-07-15,39,27.5,20.3,98,90,8,6,1.5,90,210,0
02-07-15,11,27.9,20.1,95,82,4,4,4.5,190,240,0
03-07-15,10.1,27.4,21.3,99,94,8,6,4.3,300,240,0
04-07-15,65.8,28.9,21.2,97,88,6,5,5.3,120,210,1
05-07-15,0,29.2,23.1,86,87,8,2,4.7,210,210,0
06-07-15,4.2,32.2,22,89,85,6,2,6.5,90,180,0
07-07-15,0.5,31.5,22.1,97,86,4,2,4.8,90,240,0
08-07-15,0,32.8,23.1,81,82,5,4,0.9,240,210,0
09-07-15,31.4,27.4,18,92,100,8,8,0,210,90,0
10-07-15,260.8,27.2,15,100,90,8,4,0,100,90,0
11-07-15,36.8,27.9,18.2,90,88,6,5,0,240,270,0
12-07-15,24.3,28.4,19.3,99,86,7,5,0,120,210,1
13-07-15,41.8,29,20,98,88,2,4,2.5,120,240,1
14-07-15,30,28.8,20.8,96,86,4,2,2.5,30,180,1
15-07-15,91.8,25.2,21.2,98,90,8,8,0,60,180,1
16-07-15,101.7,27.4,20.1,95,87,8,4,5.5,120,210,1
17-07-15,1.8,28.2,22.8,91,85,4,4,4,240,210,1
18-07-15,36.8,26.7,24.2,94,95,7,6,1.5,240,270,1
19-07-15,60,25.8,22.2,91,82,8,8,0,210,240,1
20-07-15,145.5,27.8,22.5,98,86,8,4,1.9,120,240,1
21-07-15,12.5,28.4,24.5,95,85,7,4,3.3,210,210,1
22-07-15,8,30,24.4,98,85,4,2,1.8,90,210,1
23-07-15,9.1,29.8,24.2,97,84,8,2,1.5,180,210,1
24-07-15,46.8,29.7,23.5,97,83,7,2,1.3,90,240,1
25-07-15,12,27.5,23.4,98,84,5,6,1.9,120,210,1
26-07-15,30.2,28,23.5,95,84,4,4,2,90,210,1
27-07-15,41,28.5,23.5,98,85,8,4,1.5,90,180,1
28-07-15,22.4,28.2,23.2,97,87,8,2,3.3,120,270,1
29-07-15,8.6,28.9,23.5,94,85,3,2,9.9,90,240,1
30-07-15,4.1,28.9,23.2,96,83,5,2,5.4,60,240,1
31-07-15,19.6,29.2,23.3,97,83,8,2,0,120,240,2
01-08-15,23.2,27.5,23.3,98,83,5,8,1,120,210,2
02-08-15,32,27.5,22.8,98,83,6,8,6.6,120,210,2
03-08-15,7,28.9,23.8,97,74,5,8,0,60,270,2
04-08-15,45.1,27.2,23,97,74,6,8,0,90,270,2
05-08-15,18.4,27.2,23.1,95,74,4,6,0,90,210,2
06-08-15,55.4,26.8,23,93,77,8,4,0,240,180,2
07-08-15,21.4,27,23.2,97,77,4,2,4.3,180,180,2
08-08-15,8,27.4,23.2,97,79,4,4,2,120,210,2
09-08-15,32,27.2,23,96,77,5,5,0,120,210,2
10-08-15,77.4,27,23,97,79,8,8,0,300,240,2
11-08-15,32.5,27,23.2,98,80,6,6,3.5,120,240,3
12-08-15,27.6,27.2,23.2,98,79,7,6,0.5,210,210,3
13-08-15,21.2,27.8,23.5,97,78,8,4,6.5,300,180,3
14-08-15,17.8,27.5,22.8,88,77,6,6,2.4,210,210,3
15-08-15,9.4,27.1,23.8,98,81,8,3,2.5,120,240,3
16-08-15,25.6,27.9,22.3,98,77,7,2,5.4,160,210,3
17-08-15,2.4,30.5,21.5,78,83,8,2,5.5,210,240,2
18-08-15,0,30.5,24.7,98,86,8,2,8.15,210,240,2
19-08-15,0,31.2,24.7,98,86,4,2,7.5,300,210,2
20-08-15,2.8,31.5,24.4,98,85,4,0,3.5,180,240,2
21-08-15,9.4,31.3,23.5,97,85,6,0,1.3,210,210,2
22-08-15,0,31,24,97,85,7,0,4,240,240,2
23-08-15,15.7,30.2,23.8,97,85,8,0,6.9,300,270,2
24-08-15,17.6,30.2,23.8,98,81,4,0,7,120,270,2
25-08-15,1,30.2,24,97,81,3,1,8.5,120,270,2
26-08-15,6.6,30.2,23.6,97,78,5,6,7.3,120,120,2
27-08-15,9.2,30.5,23.6,97,79,8,6,0,240,240,2
28-08-15,23,30.5,23.8,97,79,5,0,6,90,210,2
29-08-15,0,30.8,23.3,97,83,3,2,4.3,90,200,2
30-08-15,0,31.2,23.8,96,83,2,0,7,90,290,2
31-08-15,1.9,31.2,23.2,96,84,4,0,9,60,300,2
01-09-15,1.9,31.5,23.5,99,82,2,0,9.4,60,300,2
02-09-15,0,32,22.5,97,82,5,2,7.5,60,240,2
03-09-15,0,32.2,23,95,81,4,4,7.5,90,240,2
04-09-15,0,32.5,23.5,97,82,2,0,6.3,120,210,2
05-09-15,0,32.2,22.3,97,81,2,2,6,350,270,1
06-09-15,2.9,32,23.5,98,83,8,2,6,180,240,1
07-09-15,0.8,28.5,23.2,97,87,5,8,0,60,210,1
08-09-15,55.9,28.6,23.5,98,85,8,4,0,120,210,1
09-09-15,2,28.9,22.5,97,86,5,4,0,120,270,1
10-09-15,0,29.5,22.8,95,85,5,2,0,120,270,1
11-09-15,8,28.9,22.5,97,85,8,4,0,90,270,1
12-09-15,4.3,28.7,23.2,97,86,4,4,0,90,270,1
13-09-15,1.6,28.7,23.8,93,86,5,5,0,180,240,1
14-09-15,12.8,27.5,23.5,98,90,4,8,0,90,210,1
15-09-15,43.2,27,22.2,97,93,2,8,0,180,270,1
16-09-15,52.3,27.2,20,99,93,7,5,0,120,270,1
17-09-15,17.2,27.2,20,99,95,7,6,0,120,270,1
18-09-15,22,27.8,20,99,92,5,4,0,60,270,1
19-09-15,2.2,27.5,19.9,96,93,6,2,0,120,210,1
20-09-15,42.8,27.7,20,97,90,8,2,0,180,210,1
21-09-15,2,28.6,20,92,86,6,2,0,180,240,1
22-09-15,0,27.9,20,97,86,2,2,0,120,240,1
23-09-15,0,28.5,20,97,80,2,2,5.3,120,240,1
24-09-15,0,32.1,20,97,78,3,3,6.1,90,90,1
25-09-15,58.6,32,20,97,81,8,5,3,60,240,1
26-09-15,0,32.2,20,98,79,3,2,5.9,90,240,1
27-09-15,0,29.2,21,93,77,3,2,6.9,60,270,1
28-09-15,0,29.4,24.7,98,76,2,2,5.9,90,270,1
29-09-15,0,29.9,23.7,97,82,2,3,0,60,225,1
30-09-15,10.2,27.4,15.5,86,94,6,2,0,90,250,1
01-10-15,41.9,31.8,20.7,90,96,3,5,10.4,170,80,1
02-10-15,0.1,32,20.6,92,74,3,2,6.7,80,200,1
03-10-15,2.2,31.9,20.6,90,75,4,3,5.9,135,225,1
04-10-15,29,31.9,20.5,89,81,2,4,5.8,125,210,1
05-10-15,35.2,31.9,20.6,96,90,5,8,3,210,170,1
06-10-15,37.5,30.7,21.5,87,86,3,6,5.1,140,180,1
07-10-15,6.1,30.7,21.6,83,95,6,6,5.1,160,150,1
08-10-15,1.2,32.4,18.1,88,77,3,2,3.3,130,90,1
09-10-15,7,32.9,21,85,83,2,2,5.8,140,130,1
10-10-15,0,32.9,18.9,77,73,2,4,2.5,150,180,1
11-10-15,0,32.8,19.9,79,72,3,2,8.2,140,190,1
12-10-15,0,32.7,19.8,88,70,4,2,5.2,80,170,1
13-10-15,0,32.7,20.1,85,80,2,4,7.7,60,300,1
14-10-15,0,32.7,21.4,91,80,4,3,7.9,100,290,1
15-10-15,0,32.9,19,89,75,2,3,7.8,80,250,1
16-10-15,0,32.9,20.2,87,70,3,2,8.2,100,290,0
17-10-15,0,33.2,22.1,85,72,2,1,8,80,230,0
18-10-15,0,32.3,20,81,88,3,2,8.2,90,200,0
19-10-15,0,33.7,21.1,79,73,4,3,9,320,240,0
20-10-15,0,33.8,22,84,74,2,5,7.6,70,240,0
21-10-15,0,33.9,21,80,74,2,2,9.1,50,230,0
22-10-15,0,33.9,20.1,78,72,1,2,9.2,60,210,0
23-10-15,0,33.9,20.7,81,74,1,3,8.3,80,260,0
24-10-15,0,33.9,19.1,73,56,3,3,9.2,40,270,0
25-10-15,0,33.8,19.8,77,77,2,3,7.7,70,260,0
26-10-15,0,34.2,20.1,80,82,1,6,7.2,90,240,0
27-10-15,8.3,34.2,18,80,82,2,6,3.8,40,200,0
28-10-15,0,34.2,18.3,86,77,2,7,5.3,80,270,0
29-10-15,0,34.2,18.3,81,68,3,4,8.9,130,250,0
30-10-15,0.5,34.2,20.3,71,69,3,5,9.3,60,240,0
31-10-15,0,35.4,19,78,74,2,3,8.6,70,225,0
01-06-16,6.4,33.5,18.3,80,79,2,3,5.4,70,230,0
02-06-16,9.1,33.1,17.6,85,91,2,7,4.3,140,220,0
03-06-16,31.5,33,17.8,89,91,5,7,5,180,240,0
04-06-16,0.5,32.1,17.5,90,92,5,6,3.9,130,230,0
05-06-16,3.2,32.7,17.4,88,89,6,7,1.9,200,2600,0
06-06-16,102,32,15.5,100,91,8,7,5,60,230,0
07-06-16,2.5,31.8,17.2,90,88,4,6,1.3,100,240,0
08-06-16,56.3,31,15.7,94,98,8,8,0,150,330,0
09-06-16,53.2,29.6,14.5,98,75,7,4,0.5,130,230,0
10-06-16,4.6,31.1,16.6,93,85,8,8,1.3,250,300,0
11-06-16,19.5,30.4,16.2,86,84,5,7,2.5,110,310,0
12-06-16,60,28.5,15.1,86,87,8,8,0,180,240,0
13-06-16,39,28.9,13.5,94,95,7,6,0,50,170,0
14-06-16,39.4,31,13.7,93,77,5,6,3.9,70,230,0
15-06-16,0.8,32.1,15,91,79,7,4,2.8,80,220,0
16-06-16,53.8,32,14.5,87,84,4,5,1.9,130,320,0
17-06-16,7.1,30,14,94,82,7,6,0.3,210,230,0
18-06-16,86.8,27.6,15.3,97,87,8,7,0,310,240,0
19-06-16,86.1,27.5,15.4,91,87,8,8,0,300,220,0
20-06-16,78.5,27.3,14.9,95,92,8,8,0,170,130,0
21-06-16,236.8,27,13.2,100,93,8,8,0,150,240,0
22-06-16,22.5,27.3,14,97,92,8,7,0.1,220,340,0
23-06-16,170.6,25.8,13.7,99,98,8,8,0,300,290,0
24-06-16,114.4,26.3,15,100,99,8,8,0,60,320,0
25-06-16,28.6,27.1,15.6,93,95,6,8,0.1,100,300,0
26-06-16,32.5,27.2,15.8,96,91,5,7,0,90,280,0
27-06-16,88.7,27.2,15.1,99,98,8,8,0,310,150,0
28-06-16,74.8,28,15,99,96,8,8,0,100,260,0
29-06-16,81.1,27.5,15.5,97,96,8,8,0,230,200,1
30-06-16,33.8,29.2,14.5,98,96,8,7,0.1,200,210,1
01-07-16,17.7,30.4,17.1,88,83,5,7,2.8,260,220,1
02-07-16,40.3,29.4,16.3,91,94,7,6,1.6,190,270,1
03-07-16,55.8,29.6,17.6,94,90,7,8,0.3,180,250,1
04-07-16,137.6,29.6,15.5,100,100,8,8,0,150,210,1
05-07-16,149.4,29.5,15.1,100,100,8,8,0,180,340,1
06-07-16,10,29.5,15.5,96,93,6,6,0.9,160,240,1
07-07-16,49.3,29.8,14.6,95,87,8,8,2.2,80,230,1
08-07-16,0,29.7,15.5,89,87,8,6,1.9,240,260,1
09-07-16,4.4,30.5,15.7,91,84,6,7,2,200,240,1
10-07-16,57.6,31,16,92,100,7,8,0,230,250,1
11-07-16,8.2,31.6,15.5,92,95,6,8,0,260,300,1
12-07-16,9.5,30.6,16.5,92,93,8,7,1.9,300,220,1
13-07-16,10.9,29.8,15.8,93,93,7,8,0,280,260,1
14-07-16,27.5,30.5,16,93,91,5,7,5.4,130,290,1
15-07-16,1.1,30.1,17.1,90,89,4,6,5.8,100,270,1
16-07-16,70.1,30.5,17,97,93,7,6,2.7,130,240,1
17-07-16,32.6,30.4,16.7,97,93,8,6,1,110,220,1
18-07-16,50.6,29.5,16,98,94,8,7,0,120,70,1
19-07-16,15.8,29.7,15.4,98,92,8,6,2,90,300,1
20-07-16,32.7,29.6,16,92,96,7,8,0,190,240,2
21-07-16,21.5,29.1,16.2,87,96,6,8,0,150,300,2
22-07-16,69,29,15.3,94,96,8,8,0,80,120,2
23-07-16,14.3,28.5,16,95,89,8,8,0,8,8,2
24-07-16,10.1,29.1,16,92,86,8,8,0,8,8,2
25-07-16,23,28.9,15.6,90,93,8,7,1.7,140,310,2
26-07-16,5.8,29.9,16.8,93,87,6,4,5.9,190,260,2
27-07-16,13,29.6,16.7,94,89,5,8,0.2,230,290,2
28-07-16,0,29.5,16.3,87,91,6,7,5.3,130,260,2
29-07-16,6.2,28.9,17.3,91,96,8,7,0.7,240,270,2
30-07-16,21.6,27.3,16.7,96,93,8,7,0.7,180,250,2
31-07-16,27.6,27.6,16.5,93,94,8,8,1,140,240,2
01-08-16,26.3,29.5,16.2,97,82,8,5,0.9,200,250,2
02-08-16,4.5,29.5,16.8,90,87,6,4,3.8,220,240,2
03-08-16,4,29.7,17.3,91,89,5,6,5.7,210,240,2
04-08-16,18.3,28,16,95,91,6,8,0.3,110,250,2
05-08-16,63.4,28,16.2,95,94,8,7,6.1,220,240,2
06-08-16,23.3,28,16.6,96,95,8,6,3.5,230,220,2
07-08-16,3.5,28.8,17,91,91,8,8,3.9,230,210,2
08-08-16,18.3,30.3,17.2,93,89,8,6,8.1,240,250,2
09-08-16,9.7,30,16,91,87,6,7,7.5,100,240,2
10-08-16,11.5,29.7,17,91,89,4,4,5.2,270,250,3
11-08-16,14,30,15.5,96,91,8,5,6.5,80,290,3
